Team,D/N,Attendance,Date
CHC,N,35703,2015-07-07
CHC,N,37993,2015-07-08
CHC,N,35070,2015-07-27
CHC,N,36747,2015-07-28
CHC,N,41242,2015-08-06
CHC,N,37109,2015-08-11
CHC,N,36438,2015-08-12
CHC,N,39684,2015-08-18
CHC,N,40310,2015-08-19
CHC,N,34633,2015-08-20
CHC,N,34017,2015-08-31
CHC,N,33756,2015-09-01
CHC,N,34373,2015-09-21
CHC,N,36270,2015-09-22
CHC,N,37559,2015-09-23
CHC,N,40617,2015-09-27
CHC,N,40552,2015-09-28
CHC,N,35055,2016-04-05
CHC,N,26390,2016-04-13
CHC,N,27525,2016-04-14
CHC,N,29205,2016-04-15
CHC,N,29159,2016-04-27
CHC,N,29915,2016-04-28
CHC,N,30634,2016-04-29
CHC,N,32980,2016-05-11
CHC,N,31542,2016-05-12
CHC,N,33709,2016-05-13
CHC,N,30440,2016-05-26
CHC,N,34215,2016-05-27
CHC,N,35031,2016-06-11
CHC,N,40693,2016-06-13
CHC,N,33201,2016-06-14
CHC,N,35914,2016-06-16
CHC,N,35147,2016-06-22
CHC,N,36799,2016-06-23
CHC,N,36653,2016-06-24
CHC,N,37898,2016-07-04
CHC,N,37609,2016-07-06
CHC,N,35703,2016-07-07
CHC,N,37993,2016-07-08
CHC,N,35070,2016-07-27
CHC,N,36747,2016-07-28
CHC,N,41242,2016-08-06
CHC,N,37109,2016-08-11
CHC,N,36438,2016-08-12
CHC,N,39684,2016-08-18
CHC,N,40310,2016-08-19
CHC,N,34633,2016-08-20
CHC,N,34017,2016-08-31
CHC,N,33756,2016-09-01
CHC,N,34373,2016-09-21
CHC,N,36270,2016-09-22
CHC,N,37559,2016-09-23
CHC,N,40617,2016-09-27
CHC,N,40552,2016-09-28
CHC,N,41166,2017-04-10
CHC,N,40844,2017-04-12
CHC,N,38636,2017-04-17
CHC,N,39026,2017-04-18
CHC,N,38567,2017-05-01
CHC,N,38660,2017-05-02
CHC,N,39335,2017-05-03
CHC,N,40735,2017-05-06
CHC,N,40584,2017-05-07
CHC,N,40653,2017-05-16
CHC,N,38715,2017-05-17
CHC,N,36204,2017-05-22
CHC,N,32905,2017-05-23
CHC,N,35617,2017-05-24
CHC,N,39868,2017-06-04
CHC,N,34037,2017-06-05
CHC,N,34082,2017-06-06
CHC,N,37294,2017-06-07
CHC,N,39385,2017-06-08
CHC,N,40802,2017-06-19
CHC,N,41607,2017-06-20
CHC,N,41865,2017-07-08
CHC,N,41582,2017-07-23
CHC,N,40709,2017-08-01
CHC,N,41321,2017-08-02
CHC,N,40263,2017-08-14
CHC,N,36698,2017-08-15
CHC,N,37021,2017-08-16
CHC,N,38453,2017-08-28
CHC,N,37370,2017-08-29
CHC,N,36628,2017-08-30
CHC,N,38031,2017-08-31
CHC,N,41020,2017-09-08
CHC,N,37834,2017-09-12
CHC,N,36008,2017-09-13
CHC,N,37867,2017-09-14
CHC,N,35596,2018-04-11
CHC,N,35103,2018-04-17
CHC,N,37197,2018-04-26
CHC,N,35922,2018-04-30
CHC,N,40077,2018-05-01
CHC,N,37333,2018-05-07
CHC,N,40051,2018-05-08
CHC,N,37168,2018-05-22
CHC,N,39004,2018-05-23
CHC,N,41250,2018-05-26
CHC,N,41587,2018-05-27
CHC,N,40553,2018-06-05
CHC,N,40275,2018-06-06
CHC,N,40409,2018-06-19
CHC,N,41406,2018-07-19
CHC,N,41244,2018-07-21
CHC,N,40859,2018-07-23
CHC,N,40869,2018-07-24
CHC,N,40714,2018-08-02
CHC,N,36490,2018-08-12
CHC,N,41130,2018-08-23
CHC,N,38935,2018-08-27
CHC,N,37017,2018-08-28
CHC,N,38471,2018-09-10
CHC,N,37017,2018-09-11
CHC,N,40234,2018-09-12
CHC,N,36468,2018-09-14
CHC,N,34570,2018-09-24
CHC,N,33443,2018-09-25
CHC,N,32874,2018-09-26
CHC,N,38415,2018-09-27
