Team,D/N,Attendance,Date
CHC,D,36942,2010-06-17
CHC,D,39729,2010-06-18
CHC,D,40008,2010-06-19
CHC,D,39850,2010-06-20
CHC,D,37391,2010-06-30
CHC,D,36880,2010-07-01
CHC,D,40361,2010-07-02
CHC,D,40677,2010-07-03
CHC,D,41079,2010-07-04
CHC,D,40622,2010-07-16
CHC,D,40924,2010-07-17
CHC,D,38533,2010-07-21
CHC,D,40687,2010-07-23
CHC,D,41009,2010-07-24
CHC,D,38425,2010-08-04
CHC,D,40696,2010-08-06
CHC,D,41227,2010-08-07
CHC,D,39016,2010-08-08
CHC,D,33267,2010-08-18
CHC,D,30687,2010-08-19
CHC,D,39345,2010-08-20
CHC,D,41099,2010-08-21
CHC,D,37518,2010-08-22
CHC,D,33555,2010-09-01
CHC,D,31424,2010-09-03
CHC,D,39473,2010-09-04
CHC,D,40788,2010-09-05
CHC,D,31647,2010-09-06
CHC,D,36553,2010-09-24
CHC,D,39316,2010-09-25
CHC,D,38057,2010-09-26
CHC,D,41358,2011-04-01
CHC,D,35782,2011-04-02
CHC,D,30857,2011-04-03
CHC,D,26292,2011-04-04
CHC,D,27039,2011-04-05
CHC,D,32272,2011-04-06
CHC,D,35544,2011-04-20
CHC,D,36595,2011-04-22
CHC,D,41161,2011-04-23
CHC,D,32943,2011-04-24
CHC,D,35471,2011-05-06
CHC,D,37666,2011-05-07
CHC,D,31931,2011-05-08
CHC,D,32559,2011-05-12
CHC,D,37433,2011-05-13
CHC,D,33378,2011-05-26
CHC,D,34105,2011-05-27
CHC,D,38413,2011-05-28
CHC,D,37464,2011-05-29
CHC,D,30450,2011-05-30
CHC,D,31340,2011-06-01
CHC,D,40024,2011-06-16
CHC,D,42219,2011-06-17
CHC,D,42236,2011-06-18
CHC,D,40854,2011-06-27
CHC,D,39157,2011-06-28
CHC,D,38158,2011-06-30
CHC,D,41486,2011-07-01
CHC,D,42165,2011-07-02
CHC,D,42311,2011-07-03
CHC,D,38391,2011-07-15
CHC,D,40709,2011-07-16
CHC,D,37634,2011-07-17
CHC,D,37864,2011-07-20
CHC,D,39855,2011-07-22
CHC,D,40486,2011-07-23
CHC,D,40406,2011-07-24
CHC,D,42245,2011-08-05
CHC,D,41978,2011-08-06
CHC,D,39619,2011-08-07
CHC,D,34733,2011-08-11
CHC,D,42343,2011-08-19
CHC,D,42374,2011-08-20
CHC,D,36136,2011-08-25
CHC,D,35153,2011-09-02
CHC,D,36628,2011-09-03
CHC,D,40469,2011-09-04
CHC,D,41341,2011-09-05
CHC,D,35318,2011-09-16
CHC,D,39377,2011-09-17
CHC,D,36250,2011-09-18
CHC,D,30965,2011-09-21
CHC,D,41176,2012-04-05
CHC,D,40102,2012-04-07
CHC,D,31973,2012-04-08
CHC,D,34044,2012-04-11
CHC,D,36311,2012-04-12
CHC,D,37782,2012-04-20
CHC,D,38405,2012-04-21
CHC,D,35801,2012-04-22
CHC,D,34894,2012-04-25
CHC,D,37332,2012-05-04
CHC,D,39874,2012-05-05
CHC,D,38125,2012-05-06
CHC,D,31904,2012-05-09
CHC,D,34937,2012-05-18
CHC,D,38374,2012-05-20
CHC,D,38452,2012-05-28
CHC,D,35219,2012-05-29
CHC,D,38516,2012-05-30
CHC,D,42292,2012-06-14
CHC,D,40073,2012-06-15
CHC,D,35837,2012-06-27
CHC,D,32891,2012-06-29
CHC,D,37906,2012-06-30
CHC,D,37389,2012-07-01
CHC,D,38068,2012-07-14
CHC,D,36659,2012-07-15
CHC,D,32741,2012-07-19
CHC,D,40778,2012-07-27
CHC,D,41276,2012-07-28
CHC,D,39534,2012-07-29
CHC,D,33014,2012-08-01
CHC,D,36891,2012-08-10
CHC,D,40602,2012-08-11
CHC,D,35461,2012-08-12
CHC,D,33714,2012-08-15
CHC,D,31255,2012-08-24
CHC,D,35296,2012-08-25
CHC,D,32346,2012-08-26
CHC,D,28859,2012-08-30
CHC,D,32476,2012-08-31
CHC,D,32477,2012-09-01
CHC,D,39760,2012-09-02
CHC,D,26946,2012-09-14
CHC,D,32774,2012-09-15
CHC,D,33559,2012-09-16
CHC,D,25891,2012-09-20
CHC,D,29100,2012-09-21
CHC,D,40298,2012-09-22
CHC,D,33354,2012-09-23
CHC,D,27606,2012-10-03
CHC,D,41176,2013-04-05
CHC,D,40102,2013-04-07
CHC,D,31973,2013-04-08
CHC,D,34044,2013-04-11
CHC,D,36311,2013-04-12
CHC,D,37782,2013-04-20
CHC,D,38405,2013-04-21
CHC,D,35801,2013-04-22
CHC,D,34894,2013-04-25
CHC,D,37332,2013-05-04
CHC,D,39874,2013-05-05
CHC,D,38125,2013-05-06
CHC,D,31904,2013-05-09
CHC,D,34937,2013-05-18
CHC,D,38374,2013-05-20
CHC,D,38452,2013-05-28
CHC,D,35219,2013-05-29
CHC,D,38516,2013-05-30
CHC,D,42292,2013-06-14
CHC,D,40073,2013-06-15
CHC,D,35837,2013-06-27
CHC,D,32891,2013-06-29
CHC,D,37906,2013-06-30
CHC,D,37389,2013-07-01
CHC,D,38068,2013-07-14
CHC,D,36659,2013-07-15
CHC,D,32741,2013-07-19
CHC,D,40778,2013-07-27
CHC,D,41276,2013-07-28
CHC,D,39534,2013-07-29
CHC,D,33014,2013-08-01
CHC,D,36891,2013-08-10
CHC,D,40602,2013-08-11
CHC,D,35461,2013-08-12
CHC,D,33714,2013-08-15
CHC,D,31255,2013-08-24
CHC,D,35296,2013-08-25
CHC,D,32346,2013-08-26
CHC,D,28859,2013-08-30
CHC,D,32476,2013-08-31
CHC,D,32477,2013-09-01
CHC,D,39760,2013-09-02
CHC,D,26946,2013-09-14
CHC,D,32774,2013-09-15
CHC,D,33559,2013-09-16
CHC,D,25891,2013-09-20
CHC,D,29100,2013-09-21
CHC,D,40298,2013-09-22
CHC,D,33354,2013-09-23
CHC,D,27606,2013-10-03
CHC,D,38283,2014-04-04
CHC,D,30651,2014-04-05
CHC,D,26712,2014-04-06
CHC,D,25502,2014-04-10
CHC,D,28699,2014-04-18
CHC,D,32966,2014-04-19
CHC,D,27927,2014-04-20
CHC,D,32323,2014-04-23
CHC,D,33085,2014-04-24
CHC,D,28160,2014-05-02
CHC,D,37874,2014-05-03
CHC,D,35771,2014-05-16
CHC,D,36671,2014-05-17
CHC,D,37631,2014-05-18
CHC,D,34808,2014-05-21
CHC,D,28495,2014-06-06
CHC,D,33786,2014-06-07
CHC,D,33134,2014-06-08
CHC,D,36423,2014-06-20
CHC,D,33573,2014-06-22
CHC,D,30683,2014-06-27
CHC,D,35770,2014-06-28
CHC,D,39544,2014-07-11
CHC,D,36806,2014-07-12
CHC,D,36363,2014-07-13
CHC,D,41534,2014-07-25
CHC,D,41927,2014-07-26
CHC,D,35256,2014-07-27
CHC,D,35729,2014-07-31
CHC,D,34937,2014-08-08
CHC,D,36739,2014-08-09
CHC,D,33039,2014-08-10
CHC,D,38157,2014-08-14
CHC,D,33761,2014-08-22
CHC,D,37156,2014-08-23
CHC,D,32774,2014-08-24
CHC,D,32054,2014-09-01
CHC,D,35541,2014-09-05
CHC,D,36867,2014-09-06
CHC,D,33894,2014-09-07
CHC,D,33322,2014-09-19
CHC,D,34334,2014-09-20
CHC,D,31933,2014-09-21
CHC,D,26814,2015-04-08
CHC,D,32138,2015-04-17
CHC,D,33958,2015-04-18
CHC,D,29113,2015-04-19
CHC,D,31128,2015-05-01
CHC,D,34878,2015-05-02
CHC,D,33398,2015-05-03
CHC,D,31496,2015-05-14
CHC,D,33617,2015-05-15
CHC,D,38883,2015-05-16
CHC,D,36289,2015-05-17
CHC,D,38463,2015-05-25
CHC,D,34273,2015-05-29
CHC,D,37766,2015-05-31
CHC,D,40016,2015-06-12
CHC,D,41498,2015-06-25
CHC,D,41212,2015-07-03
CHC,D,37764,2015-07-05
CHC,D,34368,2015-07-07
CHC,D,41580,2015-07-10
CHC,D,41596,2015-07-11
CHC,D,41688,2015-07-12
CHC,D,41230,2015-07-24
CHC,D,41683,2015-07-25
CHC,D,41123,2015-07-26
CHC,D,38874,2015-07-29
CHC,D,41311,2015-08-07
CHC,D,41305,2015-08-08
CHC,D,39939,2015-08-09
CHC,D,40799,2015-08-13
CHC,D,39211,2015-08-21
CHC,D,41196,2015-08-22
CHC,D,39581,2015-08-23
CHC,D,36283,2015-08-24
CHC,D,31165,2015-09-02
CHC,D,36132,2015-09-04
CHC,D,40690,2015-09-05
CHC,D,41183,2015-09-06
CHC,D,40846,2015-09-18
CHC,D,40994,2015-09-19
CHC,D,40962,2015-09-20
CHC,D,40432,2015-09-25
CHC,D,41150,2015-09-26
CHC,D,26814,2016-04-08
CHC,D,32138,2016-04-17
CHC,D,33958,2016-04-18
CHC,D,29113,2016-04-19
CHC,D,31128,2016-05-01
CHC,D,34878,2016-05-02
CHC,D,33398,2016-05-03
CHC,D,31496,2016-05-14
CHC,D,33617,2016-05-15
CHC,D,38883,2016-05-16
CHC,D,36289,2016-05-17
CHC,D,38463,2016-05-25
CHC,D,34273,2016-05-29
CHC,D,37766,2016-05-31
CHC,D,40016,2016-06-12
CHC,D,41498,2016-06-25
CHC,D,41212,2016-07-03
CHC,D,37764,2016-07-05
CHC,D,34368,2016-07-07
CHC,D,41580,2016-07-10
CHC,D,41596,2016-07-11
CHC,D,41688,2016-07-12
CHC,D,41230,2016-07-24
CHC,D,41683,2016-07-25
CHC,D,41123,2016-07-26
CHC,D,38874,2016-07-29
CHC,D,41311,2016-08-07
CHC,D,41305,2016-08-08
CHC,D,39939,2016-08-09
CHC,D,40799,2016-08-13
CHC,D,39211,2016-08-21
CHC,D,41196,2016-08-22
CHC,D,39581,2016-08-23
CHC,D,36283,2016-08-24
CHC,D,31165,2016-09-02
CHC,D,36132,2016-09-04
CHC,D,40690,2016-09-05
CHC,D,41183,2016-09-06
CHC,D,40846,2016-09-18
CHC,D,40994,2016-09-19
CHC,D,40962,2016-09-20
CHC,D,40432,2016-09-25
CHC,D,41150,2016-09-26
CHC,D,38379,2017-04-13
CHC,D,40430,2017-04-14
CHC,D,41814,2017-04-15
CHC,D,39422,2017-04-16
CHC,D,34864,2017-04-19
CHC,D,36394,2017-05-04
CHC,D,40395,2017-05-05
CHC,D,36023,2017-05-18
CHC,D,36923,2017-05-19
CHC,D,41671,2017-05-21
CHC,D,37513,2017-05-25
CHC,D,41051,2017-06-02
CHC,D,41164,2017-06-03
CHC,D,41229,2017-06-09
CHC,D,41226,2017-06-10
CHC,D,41116,2017-06-11
CHC,D,41708,2017-06-21
CHC,D,42046,2017-07-04
CHC,D,39855,2017-07-05
CHC,D,41576,2017-07-06
CHC,D,41294,2017-07-07
CHC,D,41604,2017-07-09
CHC,D,42186,2017-07-21
CHC,D,41969,2017-07-22
CHC,D,40849,2017-07-24
CHC,D,40717,2017-07-25
CHC,D,39525,2017-08-03
CHC,D,41396,2017-08-04
CHC,D,41857,2017-08-05
CHC,D,41047,2017-08-06
CHC,D,38675,2017-08-17
CHC,D,41814,2017-08-18
CHC,D,41558,2017-08-19
CHC,D,41459,2017-08-20
CHC,D,37280,2017-09-01
CHC,D,41329,2017-09-02
CHC,D,42145,2017-09-03
CHC,D,41167,2017-09-09
CHC,D,40113,2017-09-10
CHC,D,38464,2017-09-15
CHC,D,40959,2017-09-16
CHC,D,37242,2017-09-17
CHC,D,36258,2017-09-29
CHC,D,41493,2017-09-30
CHC,D,40971,2017-10-01
CHC,D,40144,2018-04-10
CHC,D,29949,2018-04-12
CHC,D,29775,2018-04-13
CHC,D,36788,2018-04-14
CHC,D,29648,2018-04-19
CHC,D,35579,2018-04-27
CHC,D,40147,2018-04-28
CHC,D,40895,2018-04-29
CHC,D,32909,2018-05-02
CHC,D,34486,2018-05-09
CHC,D,39585,2018-05-11
CHC,D,41099,2018-05-12
CHC,D,40537,2018-05-13
CHC,D,35946,2018-05-14
CHC,D,41177,2018-05-25
CHC,D,40057,2018-06-07
CHC,D,40097,2018-06-08
CHC,D,41045,2018-06-09
CHC,D,40735,2018-06-10
CHC,D,39273,2018-06-19
CHC,D,41199,2018-06-20
CHC,D,41492,2018-06-29
CHC,D,40950,2018-06-30
CHC,D,40051,2018-07-01
CHC,D,38424,2018-07-03
CHC,D,40510,2018-07-04
CHC,D,41434,2018-07-06
CHC,D,41538,2018-07-07
CHC,D,38655,2018-07-08
CHC,D,41077,2018-07-20
CHC,D,41004,2018-07-21
CHC,D,39737,2018-07-22
CHC,D,35548,2018-07-25
CHC,D,38979,2018-07-26
CHC,D,40894,2018-08-03
CHC,D,40855,2018-08-04
CHC,D,41136,2018-08-05
CHC,D,41531,2018-08-10
CHC,D,41320,2018-08-11
CHC,D,40441,2018-08-14
CHC,D,39619,2018-08-15
CHC,D,37760,2018-08-24
CHC,D,41205,2018-08-25
CHC,D,40331,2018-08-26
CHC,D,33386,2018-08-29
CHC,D,41196,2018-09-15
CHC,D,41314,2018-09-16
CHC,D,39442,2018-09-28
CHC,D,40784,2018-09-29
CHC,D,39275,2018-09-30
CHC,D,38450,2018-10-01
